scrapeDatetime,url,price,addressline1,addressline2,po,mls,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3,CAGR
"03/26/2022, 14:34:49",https://www.realtor.ca/real-estate/24153170/304-30-brookdale-crescent-dartmouth-dartmouth,365000,304 30 Brookdale Crescent,"Dartmouth, Nova Scotia B3A4T7",B3A4T7,MLS  Number: 202204421,2,2,2,Single Family,Apartment,1,Dartmouth,Condominium/Strata,,1991,"Garage, Underground",9 days,,1100,"Range, Dishwasher, Washer/Dryer Combo, Microwave, Refrigerator",Poured Concrete,,,None,B3A4,B3A,0
"03/26/2022, 14:35:17",https://www.realtor.ca/real-estate/24153227/5669-stanley-street-halifax-halifax,645000,5669 Stanley Street,"Halifax, Nova Scotia B3K2E9",B3K2E9,MLS  Number: 202204427,3,3,2,Single Family,,2,Halifax,Condominium/Strata,under 1/2 acre,2019,,9 days,,1319,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,None,B3K2,B3K,0
"03/26/2022, 14:35:58",https://www.realtor.ca/real-estate/24153169/64-townsend-avenue-new-glasgow-new-glasgow,169900,64 Townsend Avenue,"New Glasgow, Nova Scotia B2H4A6",B2H4A6,MLS  Number: 202204420,4,4,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,1921,Gravel,9 days,"May 9, 2019 Sold $68,500",1154,"Stove, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B2H4,B2H,0.353633007
"03/26/2022, 14:36:23",https://www.realtor.ca/real-estate/24153172/256-mcgee-street-springhill-springhill,95000,256 MCGEE Street,"Springhill, Nova Scotia B0M1X0",B0M1X0,MLS  Number: 202204424,2,2,1,Single Family,House,1,Springhill,Freehold,1 - 3 acres,1940,Gravel,9 days,,967,,Poured Concrete,Detached,Character,Full (Unfinished),B0M1,B0M,0
"03/26/2022, 14:36:47",https://www.realtor.ca/real-estate/24153228/1590-highway-206-west-arichat-west-arichat,74000,1590 Highway 206,"West Arichat, Nova Scotia B0E1A0",B0E1A0,MLS  Number: 202204428,2,2,1,Single Family,House,2,West Arichat,Freehold,under 1/2 acre,1923,Gravel,9 days,"Dec 22, 2008 Sold $32,000",864,,Concrete Block,Detached,,,B0E1,B0E,0.061709831
"03/26/2022, 14:37:10",https://www.realtor.ca/real-estate/24153065/77-old-pine-tree-road-pine-tree-pine-tree,249900,77 Old Pine Tree Road,"Pine Tree, Nova Scotia B0K1W0",B0K1W0,MLS  Number: 202204410,4,4,2,Single Family,House,2,Pine Tree,Freehold,3 - 10 acres,,Gravel,9 days,"Nov 30, 2020 Sold $150,000",1636,"Stove, Dryer, Washer, Refrigerator","Poured Concrete, Stone",Detached,,Partial (Unfinished),B0K1,B0K,0.290736224
"03/26/2022, 14:37:35",https://www.realtor.ca/real-estate/24152985/66-golf-links-road-bedford-bedford,729900,66 Golf Links Road,"Bedford, Nova Scotia B4A2J3",B4A2J3,MLS  Number: 202204375,3,4,4,Single Family,House,2,Bedford,Freehold,1/2 - 1 acre,,"Garage, Attached Garage",9 days,,3939,"Range - Gas, Range - Electric, Dishwasher, Dryer - Electric, Washer, Freezer - Stand Up, Microwave Range Hood Combo, Fridge/Stove Combo, Wine Fridge",Poured Concrete,Detached,,,B4A2,B4A,0
"03/26/2022, 14:38:00",https://www.realtor.ca/real-estate/24152986/36-roy-crescent-bedford-bedford,349900,36 Roy Crescent,"Bedford, Nova Scotia B4A3K3",B4A3K3,MLS  Number: 202204401,3,4,3,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1987,,9 days,,1866,,Poured Concrete,Semi-detached,,,B4A3,B4A,0
"03/26/2022, 14:38:24",https://www.realtor.ca/real-estate/24153066/21-lasalle-court-bedford-bedford,599900,21 LaSalle Court,"Bedford, Nova Scotia B4B0H8",B4B0H8,MLS  Number: 202204412,3,3,4,Single Family,Row / Townhouse,2,Bedford,Freehold,under 1/2 acre,2011,"Garage, Attached Garage",9 days,"Jul 17, 2017 Sold $337,500",2197,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,,B4B0,B4B,0.121917744
"03/26/2022, 14:38:50",https://www.realtor.ca/real-estate/24152987/44-gazebo-lane-hatchet-lake-hatchet-lake,899900,44 Gazebo Lane,"Hatchet Lake, Nova Scotia B3T0A2",B3T0A2,MLS  Number: 202204402,3,4,4,Single Family,House,2,Hatchet Lake,Freehold,1 - 3 acres,2016,"Garage, Attached Garage",9 days,"Jul 20, 2015 Sold $65,000",3479,"Oven, Range, Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3T0,B3T,0.455593568
"03/26/2022, 14:39:27",https://www.realtor.ca/real-estate/24153062/unit-91-106-sailors-trail-dartmouth-dartmouth,449900,Unit 91 106 Sailors Trail,"Dartmouth, Nova Scotia B3G0A3",B3G0A3,MLS  Number: 202204404,2,2,3,Single Family,Row / Townhouse,2,Dartmouth,Freehold,3 - 10 acres,2014,Garage,9 days,,1755,,Poured Concrete,,,Full (Finished),B3G0,B3G,0
"03/26/2022, 14:39:50",https://www.realtor.ca/real-estate/24152988/98-woodlawn-road-dartmouth-dartmouth,375000,98 Woodlawn Road,"Dartmouth, Nova Scotia B2W2S5",B2W2S5,MLS  Number: 202204403,3,3,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1952,,9 days,"Sep 3, 2021 Sold $375,000",1530,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B2W2,B2W,0
"03/26/2022, 14:40:17",https://www.realtor.ca/real-estate/24152627/299-haliburton-crescent-stillwater-lake-stillwater-lake,539000,299 Haliburton Crescent,"Stillwater Lake, Nova Scotia B3Z1P4",B3Z1P4,MLS  Number: 202204397,3,3,3,Single Family,House,2,Stillwater Lake,Freehold,1/2 - 1 acre,2003,"Garage, Attached Garage, Gravel",9 days,,2045,Central Vacuum,Poured Concrete,Detached,,,B3Z1,B3Z,0
"03/26/2022, 14:40:40",https://www.realtor.ca/real-estate/24152637/147-ridgevalley-road-halifax-halifax,257000,147 Ridgevalley Road,"Halifax, Nova Scotia B3P2K2",B3P2K2,MLS  Number: 202204399,3,3,2,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,under 1/2 acre,,Parking Space(s),9 days,,1450,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,,3 Level,,B3P2,B3P,0
"03/26/2022, 14:41:04",https://www.realtor.ca/real-estate/24152636/19-autumn-drive-berwick-berwick,310000,19 Autumn Drive,"Berwick, Nova Scotia B0P1E0",B0P1E0,MLS  Number: 202204398,3,4,2,Single Family,House,1,Berwick,Freehold,under 1/2 acre,2004,Gravel,9 days,,1600,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B0P1,B0P,0
"03/26/2022, 14:41:30",https://www.realtor.ca/real-estate/24152442/77-bristol-avenue-liverpool-liverpool,469000,77 Bristol Avenue,"Liverpool, Nova Scotia B0T1K0",B0T1K0,MLS  Number: 202204393,4,4,2,Single Family,House,2,Liverpool,Freehold,1/2 - 1 acre,1929,"Garage, Detached Garage",9 days,"Oct 25, 2017 Sold $148,000",1650,"Cooktop, Oven, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B0T1,B0T,0.259453755
"03/26/2022, 14:41:54",https://www.realtor.ca/real-estate/24150976/75-norman-boulevard-hammonds-plains-hammonds-plains,399900,75 Norman Boulevard,"Hammonds Plains, Nova Scotia B4B1N6",B4B1N6,MLS  Number: 202204385,3,4,2,Single Family,House,1,Hammonds Plains,Freehold,1/2 - 1 acre,1989,"Garage, Attached Garage",9 days,,1976,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full,B4B1,B4B,0
"03/26/2022, 14:42:18",https://www.realtor.ca/real-estate/24150762/5160-highway-211-port-bickerton-port-bickerton,364900,5160 Highway 211,"Port Bickerton, Nova Scotia B0J3C0",B0J3C0,MLS  Number: 202204383,3,3,2,Single Family,House,2,Port Bickerton,Freehold,1 - 3 acres,1954,"Garage, Detached Garage",9 days,"Nov 16, 2018 Sold $80,000",1668,,Poured Concrete,Detached,,Full (Unfinished),B0J3,B0J,0.461406279
"03/26/2022, 14:42:59",https://www.realtor.ca/real-estate/24150760/51-simms-avenue-simms-settlement-simms-settlement,259900,51 Simms Avenue,"Simms Settlement, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202204381,1,4,2,Single Family,House,1,Simms Settlement,Freehold,1/2 - 1 acre,1989,"Garage, Detached Garage, Gravel",9 days,"Sep 25, 2020 Sold Not available",1896,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B0J1,B0J,0
"03/26/2022, 14:43:25",https://www.realtor.ca/real-estate/24150761/4090-highway-3-chester-chester,450000,4090 Highway 3,"Chester, Nova Scotia B0J1J0",B0J1J0,MLS  Number: 202204382,3,3,2,Single Family,House,1,Chester,Freehold,under 1/2 acre,2014,Gravel,9 days,"Jul 30, 2018 Sold $280,000",2744,"Cooktop - Propane, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Water purifier, Water softener",,Detached,Character,,B0J1,B0J,0.125935781
"03/26/2022, 14:46:24",https://www.realtor.ca/real-estate/24149852/5-margate-drive-halifax-halifax,459000,5 Margate Drive,"Halifax, Nova Scotia B3P1N7",B3P1N7,MLS  Number: 202204369,2,2,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1943,"Garage, Detached Garage",9 days,,1292,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,,B3P1,B3P,0
"03/26/2022, 14:46:48",https://www.realtor.ca/real-estate/24149853/206-3700-john-parr-drive-halifax-halifax,239000,206 3700 John Parr Drive,"Halifax, Nova Scotia B3K5V4",B3K5V4,MLS  Number: 202204370,1,1,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,1991,Parking Space(s),9 days,"Feb 29, 2012 Sold $129,000",722,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,,None,B3K5,B3K,0.063606099
"03/26/2022, 14:47:12",https://www.realtor.ca/real-estate/24149855/18-stephen-street-dartmouth-dartmouth,289900,18 Stephen Street,"Dartmouth, Nova Scotia B2Y2L3",B2Y2L3,MLS  Number: 202204372,2,2,1,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1940,,9 days,,1196,"Stove, Dryer, Washer",Poured Concrete,Detached,,Full (Unfinished),B2Y2,B2Y,0
"03/26/2022, 14:47:40",https://www.realtor.ca/real-estate/24150104/883-gates-mountain-road-moshers-corner-moshers-corner,157000,883 Gates Mountain Road,"Moshers Corner, Nova Scotia B0P1E0",B0P1E0,MLS  Number: 202204378,3,3,1,Single Family,House,2,Moshers Corner,Freehold,1 - 3 acres,,"Garage, Detached Garage",9 days,,1300,"Oven - Electric, Microwave, Refrigerator",Stone,Detached,,,B0P1,B0P,0
"03/26/2022, 14:48:04",https://www.realtor.ca/real-estate/24149544/9-maple-drive-new-minas-new-minas,269900,9 Maple Drive,"New Minas, Nova Scotia B4N4C6",B4N4C6,MLS  Number: 202204362,2,4,2,Single Family,House,1,New Minas,Freehold,under 1/2 acre,1976,,10 days,"Mar 2, 2015 Sold $137,000",1605,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B4N4,B4N,0.101714087
"03/26/2022, 14:48:27",https://www.realtor.ca/real-estate/24149547/90-homco-drive-new-minas-new-minas,99000,90 Homco Drive,"New Minas, Nova Scotia B4N3Y5",B4N3Y5,MLS  Number: 202204364,2,2,1,Single Family,Mobile Home,1,New Minas,Leasehold,under 1/2 acre,,Gravel,10 days,,694,"Range - Electric, Refrigerator",,,Mini,Crawl space,B4N3,B4N,0
"03/26/2022, 14:48:51",https://www.realtor.ca/real-estate/24149548/886-tremont-mountain-road-greenwood-greenwood,415900,886 Tremont Mountain Road,"Greenwood, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202204365,3,3,3,Single Family,House,2,Greenwood,Freehold,1 - 3 acres,2015,"Garage, Detached Garage",10 days,"Jul 11, 2016 Sold $255,000",1720,"Range - Electric, Dishwasher, Refrigerator",Concrete Slab,Detached,,None,B0P1,B0P,0.084946001
"03/26/2022, 14:49:15",https://www.realtor.ca/real-estate/24149549/167-flagstone-drive-cole-harbour-colby-village-colby-village,525000,167 Flagstone Drive,"Colby Village, Nova Scotia B2V1Z7",B2V1Z7,MLS  Number: 202204366,4,5,4,Single Family,House,2,Colby Village,Freehold,under 1/2 acre,1985,"Garage, Attached Garage, Interlocked",10 days,"Oct 31, 2016 Sold $337,500",3374,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum, Hot Tub",Poured Concrete,Detached,,Full (Partially finished),B2V1,B2V,0.076417925
"03/26/2022, 14:51:48",https://www.realtor.ca/real-estate/24149416/146-wyndham-drive-upper-tantallon-upper-tantallon,459900,146 Wyndham Drive,"Upper Tantallon, Nova Scotia B3Z0K5",B3Z0K5,MLS  Number: 202204357,3,4,2,Single Family,House,1,Upper Tantallon,Freehold,1 - 3 acres,2009,"Garage, Attached Garage",10 days,,2002,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Water softener, Central Vacuum",Poured Concrete,Detached,,,B3Z0,B3Z,0
"03/26/2022, 14:52:11",https://www.realtor.ca/real-estate/24149419/1480-sarah-drive-coldbrook-coldbrook,375000,1480 Sarah Drive,"Coldbrook, Nova Scotia B4R1A1",B4R1A1,MLS  Number: 202204360,3,3,3,Single Family,House,1,Coldbrook,Freehold,under 1/2 acre,2001,Garage,10 days,"May 31, 2001 Sold $124,700",2200,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B4R1,B4R,0.053828047
"03/26/2022, 14:52:34",https://www.realtor.ca/real-estate/24149417/5-parkway-court-antigonish-landing-antigonish-landing,499000,5 PARKWAY COURT,"Antigonish Landing, Nova Scotia B2G0C1",B2G0C1,MLS  Number: 202204358,3,3,2,Single Family,House,1,Antigonish Landing,Freehold,under 1/2 acre,2010,"Garage, Attached Garage",10 days,,1200,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Unfinished),B2G0,B2G,0
"03/26/2022, 14:52:59",https://www.realtor.ca/real-estate/24148716/718-old-debert-road-byers-lake-byers-lake,549900,718 Old Debert Road,"Byers Lake, Nova Scotia B0K1V0",B0K1V0,MLS  Number: 202204345,2,2,1,Single Family,House,1,Byers Lake,Freehold,3 - 10 acres,1975,"Garage, Gravel",10 days,,1128,"Range - Gas, Washer, Refrigerator",,Detached,Character,None,B0K1,B0K,0
"03/26/2022, 14:53:24",https://www.realtor.ca/real-estate/24148717/728-old-debert-road-byers-lake-byers-lake,549900,728 Old Debert Road,"Byers Lake, Nova Scotia B0K1V0",B0K1V0,MLS  Number: 202204346,3,3,1,Single Family,House,2,Byers Lake,Freehold,1 - 3 acres,2004,"Garage, Gravel",10 days,,1600,"Range - Gas, Washer, Refrigerator",Concrete Slab,Detached,2 Level,None,B0K1,B0K,0
"03/26/2022, 14:54:40",https://www.realtor.ca/real-estate/24148714/3652-acadia-street-halifax-halifax,499900,3652 Acadia Street,"Halifax, Nova Scotia B3K3P6",B3K3P6,MLS  Number: 202204344,2,2,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1952,"Garage, Detached Garage",10 days,"Jan 31, 2008 Sold $162,000",877,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Crawl space,B3K3,B3K,0.083814273
"03/26/2022, 14:55:04",https://www.realtor.ca/real-estate/24149009/7-gemstone-court-spryfield-spryfield,585000,7 Gemstone Court,"Spryfield, Nova Scotia B3R0A9",B3R0A9,MLS  Number: 202204348,3,4,4,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,2011,Garage,10 days,"Jul 2, 2015 Sold $399,900",2564,"Range, Dishwasher, Dryer - Electric, Washer, Freezer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3R0,B3R,0.055846142
"03/26/2022, 14:55:27",https://www.realtor.ca/real-estate/24148408/138-bailee-drive-tantallon-tantallon,749000,138 Bailee Drive,"Tantallon, Nova Scotia B3Z4R1",B3Z4R1,MLS  Number: 202204331,3,3,2,Single Family,House,1,Tantallon,Freehold,1 - 3 acres,2020,"Garage, Attached Garage, Detached Garage",10 days,,1824,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Wine Fridge, Hot Tub","Poured Concrete, Concrete Slab",Detached,,None,B3Z4,B3Z,0
"03/26/2022, 14:55:50",https://www.realtor.ca/real-estate/24148593/92-charlottetown-way-woodlawn-woodlawn,349900,92 Charlottetown Way,"Woodlawn, Nova Scotia B2W0B6",B2W0B6,MLS  Number: 202204339,3,3,1,Single Family,House,1,Woodlawn,Freehold,under 1/2 acre,,,10 days,"Dec 5, 2005 Sold $122,000",1128,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Crawl space,B2W0,B2W,0.06393896
"03/26/2022, 14:56:13",https://www.realtor.ca/real-estate/24148594/65-farrell-street-dartmouth-dartmouth,219900,65 Farrell Street,"Dartmouth, Nova Scotia B3A4B3",B3A4B3,MLS  Number: 202204340,2,2,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,,,10 days,,600,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3A4,B3A,0
"03/26/2022, 14:56:36",https://www.realtor.ca/real-estate/24148412/15-lancaster-avenue-new-glasgow-new-glasgow,285000,15 Lancaster Avenue,"New Glasgow, Nova Scotia B2H0A8",B2H0A8,MLS  Number: 202204335,2,2,1,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,2008,,10 days,"Apr 18, 2008 Sold $29,000",896,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,Full (Unfinished),B2H0,B2H,0.177305198
"03/26/2022, 14:57:00",https://www.realtor.ca/real-estate/24148409/184-circle-drive-lake-echo-lake-echo,169900,184 Circle Drive,"Lake Echo, Nova Scotia B3E1C1",B3E1C1,MLS  Number: 202204332,3,3,1,Single Family,Mobile Home,1,Lake Echo,Leasehold,under 1/2 acre,2000,,10 days,,1152,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",,,Mini,None,B3E1,B3E,0
"03/26/2022, 14:57:24",https://www.realtor.ca/real-estate/24148411/119-kingswood-drive-hammonds-plains-hammonds-plains,999900,119 Kingswood Drive,"Hammonds Plains, Nova Scotia B4B1K4",B4B1K4,MLS  Number: 202204334,5,6,4,Single Family,House,2,Hammonds Plains,Freehold,1 - 3 acres,1993,"Garage, Detached Garage",10 days,,4241,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Hot Tub",Poured Concrete,Detached,,,B4B1,B4B,0
"03/26/2022, 14:58:00",https://www.realtor.ca/real-estate/24148591/233-amesbury-gate-bedford-bedford,939000,233 Amesbury Gate,"Bedford, Nova Scotia B4B0R8",B4B0R8,MLS  Number: 202204337,3,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2020,Garage,10 days,,2976,"Range - Electric, Stove, Dishwasher, Dryer, Washer",Poured Concrete,Detached,,Full (Finished),B4B0,B4B,0
"03/26/2022, 14:58:30",https://www.realtor.ca/real-estate/24148595/110-darlington-drive-middle-sackville-middle-sackville,474900,110 Darlington Drive,"Middle Sackville, Nova Scotia B4E0H4",B4E0H4,MLS  Number: 202204341,3,3,4,Single Family,House,2,Middle Sackville,Freehold,under 1/2 acre,2011,"Garage, Attached Garage",10 days,"Jul 26, 2018 Sold $262,000",1950,"Range, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,,B4E0,B4E,0.160313164
"03/26/2022, 14:58:54",https://www.realtor.ca/real-estate/24148596/21-rowledge-lane-bedford-bedford,799900,21 Rowledge Lane,"Bedford, Nova Scotia B4A0J6",B4A0J6,MLS  Number: 202204343,3,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2020,"Garage, Attached Garage",10 days,,2895,,,Detached,,,B4A0,B4A,0
"03/26/2022, 14:59:18",https://www.realtor.ca/real-estate/24148242/1959-morden-road-aylesford-aylesford,249000,1959 Morden Road,"Aylesford, Nova Scotia B0P1C0",B0P1C0,MLS  Number: 202204323,2,2,2,Single Family,House,2,Aylesford,Freehold,3 - 10 acres,,Gravel,10 days,"Apr 30, 2018 Sold $113,500",970,"Stove, Dryer, Washer, Microwave, Refrigerator",Stone,Detached,,Crawl space,B0P1,B0P,0.217028844
"03/26/2022, 14:59:41",https://www.realtor.ca/real-estate/24148241/45-maple-crescent-mount-william-mount-william,420000,45 Maple Crescent,"Mount William, Nova Scotia B2H5C6",B2H5C6,MLS  Number: 202204321,2,3,2,Single Family,House,2,Mount William,Freehold,1 - 3 acres,1982,Gravel,10 days,,2468,,Poured Concrete,Detached,4 Level,Crawl space,B2H5,B2H,0
"03/26/2022, 15:00:04",https://www.realtor.ca/real-estate/24148240/1304-1457-brenton-street-halifax-peninsula-halifax-peninsula,299900,1304 1457 Brenton Street,"Halifax Peninsula, Nova Scotia B3J3T3",B3J3T3,MLS  Number: 202204320,1,1,1,Single Family,Apartment,1,Halifax Peninsula,Condominium/Strata,1/2 - 1 acre,1992,"Garage, Attached Garage",10 days,"May 1, 2014 Sold $274,000",695,"Range, Dishwasher, Microwave, Refrigerator",Poured Concrete,,,None,B3J3,B3J,0.011354096
"03/26/2022, 15:00:29",https://www.realtor.ca/real-estate/24148162/35-lillian-drive-woodlawn-woodlawn,349000,35 Lillian Drive,"Woodlawn, Nova Scotia B2W4B3",B2W4B3,MLS  Number: 202204310,3,3,2,Single Family,House,2,Woodlawn,Freehold,under 1/2 acre,1975,,10 days,"Mar 23, 2015 Sold $185,900",1377,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo",Poured Concrete,Semi-detached,,,B2W4,B2W,0.094152874
"03/26/2022, 15:00:52",https://www.realtor.ca/real-estate/24148161/1622-north-main-street-westville-westville,284500,1622 North Main Street,"Westville, Nova Scotia B0K2A0",B0K2A0,MLS  Number: 202204309,3,3,2,Single Family,House,3,Westville,Freehold,under 1/2 acre,1959,Parking Space(s),10 days,,1558,"Stove, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,3 Level,Partial,B0K2,B0K,0
"03/26/2022, 15:02:09",https://www.realtor.ca/real-estate/24148119/64-dill-road-extension-currys-corner-currys-corner,599000,64 Dill Road Extension,"Currys Corner, Nova Scotia B0N2T0",B0N2T0,MLS  Number: 202204303,3,3,3,Single Family,House,2,Currys Corner,Freehold,1 - 3 acres,2008,"Garage, Attached Garage, Interlocked",10 days,"Aug 31, 2018 Sold $380,000",2435,"Oven - Electric, Range - Gas, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B0N2,B0N,0.12049728
"03/26/2022, 15:02:32",https://www.realtor.ca/real-estate/24148120/3029-beaver-bank-road-beaver-bank-beaver-bank,199900,3029 Beaver Bank Road,"Beaver Bank, Nova Scotia B4C2S6",B4C2S6,MLS  Number: 202204304,0,1,1,Single Family,House,1,Beaver Bank,Freehold,under 1/2 acre,,,10 days,"Jun 4, 2018 Sold $140,000",1400,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B4C2,B4C,0.09312843
"03/26/2022, 15:02:56",https://www.realtor.ca/real-estate/24148122/51-stone-mount-drive-lower-sackville-lower-sackville,599900,51 Stone Mount Drive,"Lower Sackville, Nova Scotia B4C4A2",B4C4A2,MLS  Number: 202204306,5,5,3,Single Family,House,1,Lower Sackville,Freehold,1/2 - 1 acre,1994,Garage,10 days,"Jul 28, 2014 Sold $360,000",2820,"Cooktop, Oven, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Concrete Slab,Detached,2 Level,Unknown,B4C4,B4C,0.065913702
"03/26/2022, 15:03:20",https://www.realtor.ca/real-estate/24148123/858-shaw-road-somerset-somerset,479900,858 Shaw Road,"Somerset, Nova Scotia B0P1E0",B0P1E0,MLS  Number: 202204307,3,3,2,Single Family,House,1,Somerset,Freehold,3 - 10 acres,2012,"Garage, Detached Garage, Gravel",10 days,"Feb 23, 2021 Sold $345,000",1287,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Character,None,B0P1,B0P,0.391014493
"03/26/2022, 15:03:45",https://www.realtor.ca/real-estate/24148163/81-rockmanor-drive-bedford-bedford,529900,81 Rockmanor Drive,"Bedford, Nova Scotia B4A2V7",B4A2V7,MLS  Number: 202204312,3,3,3,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1978,"Garage, Attached Garage",10 days,,1763,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B4A2,B4A,0
"03/26/2022, 15:04:08",https://www.realtor.ca/real-estate/24148165/32-martyn-drive-fall-river-fall-river,424900,32 Martyn Drive,"Fall River, Nova Scotia B2T1E7",B2T1E7,MLS  Number: 202204318,3,5,2,Single Family,House,1,Fall River,Freehold,under 1/2 acre,1977,"Garage, Attached Garage",10 days,"Nov 15, 2018 Sold $239,900",1960,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,,B2T1,B2T,0.15362357
"03/26/2022, 15:04:31",https://www.realtor.ca/real-estate/24147735/74-shepherds-lane-hayling-acres-lawrencetown-lawrencetown,439900,74 Shepherds Lane,"Lawrencetown, Nova Scotia B2Z1E7",B2Z1E7,MLS  Number: 202204299,3,3,2,Single Family,House,1,Lawrencetown,Freehold,1 - 3 acres,,"Garage, Detached Garage, Gravel",10 days,"Oct 14, 2005 Sold $189,000",2430,"Dishwasher, Microwave Range Hood Combo",Poured Concrete,Detached,Character,Full (Finished),B2Z1,B2Z,0.050949606
"03/26/2022, 15:04:55",https://www.realtor.ca/real-estate/24147763/lot-bc10a-40-bramwell-court-the-cascades-bedford-west-bedford-west,799900,lot BC10A 40 Bramwell Court,"Bedford West, Nova Scotia B4B0W2",B4B0W2,MLS  Number: 202204300,3,4,4,Single Family,House,2,Bedford West,Freehold,under 1/2 acre,,Garage,10 days,,2589,"Dishwasher, Microwave Range Hood Combo",Poured Concrete,Detached,,Full (Finished),B4B0,B4B,0
"03/26/2022, 15:08:26",https://www.realtor.ca/real-estate/24147371/235-taylor-drive-extension-nictaux-nictaux,225000,235 Taylor Drive Extension,"Nictaux, Nova Scotia B0S1P0",B0S1P0,MLS  Number: 202204296,4,4,1,Single Family,House,1,Nictaux,Freehold,1 - 3 acres,1972,,10 days,"May 31, 2018 Sold $130,000",1248,"Range - Gas, Dishwasher, Dryer - Electric, Washer, Freezer, Refrigerator",Concrete Block,Detached,Character,Partial (Partially finished),B0S1,B0S,0.146990422
"03/26/2022, 15:09:02",https://www.realtor.ca/real-estate/24147181/54-maclaughlin-drive-port-hawkesbury-port-hawkesbury,279900,54 MacLaughlin Drive,"Port Hawkesbury, Nova Scotia B9A2E8",B9A2E8,MLS  Number: 202204292,4,4,2,Single Family,House,2,Port Hawkesbury,Freehold,under 1/2 acre,1963,,10 days,,1832,"Stove, Dishwasher, Dryer, Washer, Freezer - Chest, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B9A2,B9A,0
